state,region,soil_type,rainfall_mm,season,area_ha,crop_name,predicted_yield_kg_per_ha
Assam,Northeast,Black (Regur),850,Rabi,2.12,Oilseeds,1581
Assam,Northeast,Black (Regur),552,Kharif,1.41,Potato,23525
Gujarat,West,Clay,1315,Zaid,1.9,Potato,18228
Bihar,East,Clay,848,Rabi,2.39,Maize,3414
Jharkhand,East,Laterite,762,Kharif,2.43,Pulses,866
Maharashtra,West,Alluvial,894,Kharif,2.6,Maize,4064
Goa,West,Red,1324,Rabi,1.52,Potato,20635
Uttar Pradesh,North,Sandy,832,Kharif,0.57,Sugarcane,62826
Kerala,South,Sandy,1101,Rabi,1.24,Rice,2668
Bihar,East,Loamy,223,Kharif,2.35,Pulses,732
Kerala,South,Laterite,1071,Rabi,3.07,Wheat,2884
Madhya Pradesh,Central,Red,1190,Kharif,1.69,Rice,2978
Sikkim,Northeast,Loamy,1062,Zaid,2.05,Pulses,920
Maharashtra,West,Clay,387,Rabi,2.24,Rice,2823
Rajasthan,West,Sandy,480,Rabi,0.1,Wheat,2480
Nagaland,Northeast,Laterite,871,Kharif,0.9,Millets,1321
Haryana,North,Laterite,821,Rabi,2.95,Oilseeds,1204
Chhattisgarh,Central,Sandy,895,Rabi,1.56,Wheat,2495
Tripura,Northeast,Clay,534,Kharif,3,Wheat,2891
Kerala,South,Clay,681,Kharif,3.4,Oilseeds,1237
Goa,West,Laterite,1590,Zaid,1.63,Potato,14811
Tamil Nadu,South,Black (Regur),1389,Rabi,2.02,Sugarcane,64057
Chhattisgarh,Central,Alluvial,770,Kharif,3.09,Jute,2629
Assam,Northeast,Laterite,248,Rabi,1.33,Millets,1131
Meghalaya,Northeast,Red,638,Rabi,0.4,Maize,2913
Mizoram,Northeast,Laterite,948,Kharif,2.59,Sugarcane,63175
Andhra Pradesh,South,Sandy,1026,Rabi,1.95,Cotton,2090
Punjab,North,Red,1358,Zaid,0.23,Pulses,705
Andhra Pradesh,South,Red,1352,Zaid,0.43,Vegetables,12489
Tamil Nadu,South,Red,908,Kharif,1.47,Pulses,916
Maharashtra,West,Red,1134,Kharif,2.85,Sugarcane,63918
Madhya Pradesh,Central,Red,919,Kharif,2.81,Potato,21379
Arunachal Pradesh,Northeast,Black (Regur),1179,Kharif,0.94,Sugarcane,65486
Odisha,East,Red,1141,Kharif,1.63,Oilseeds,1250
Punjab,North,Clay,859,Kharif,2.82,Oilseeds,1350
Goa,West,Alluvial,799,Kharif,0.71,Maize,3992
Goa,West,Clay,1313,Kharif,2.41,Potato,18258
Karnataka,South,Black (Regur),772,Rabi,2.46,Oilseeds,1391
Odisha,East,Clay,918,Kharif,1.31,Potato,21550
Manipur,Northeast,Laterite,1228,Kharif,3.18,Millets,1445
Kerala,South,Alluvial,368,Kharif,0.98,Sugarcane,66388
Arunachal Pradesh,Northeast,Laterite,392,Rabi,3.13,Vegetables,15349
Manipur,Northeast,Laterite,933,Rabi,1.26,Wheat,2856
Nagaland,Northeast,Alluvial,910,Kharif,2.25,Pulses,1015
Gujarat,West,Alluvial,1452,Kharif,1.31,Rice,3249
Bihar,East,Sandy,207,Kharif,0.94,Jute,1471
Chhattisgarh,Central,Sandy,518,Kharif,0.7,Cotton,1574
Haryana,North,Sandy,958,Kharif,1.59,Vegetables,14702
Maharashtra,West,Clay,803,Kharif,0.1,Oilseeds,1150
Telangana,South,Red,0,Kharif,2.8,Maize,2299
Jharkhand,East,Clay,1043,Zaid,2.16,Pulses,876
Manipur,Northeast,Clay,778,Kharif,2.37,Potato,24660
Manipur,Northeast,Sandy,908,Kharif,0.71,Vegetables,14849
Bihar,East,Black (Regur),621,Kharif,2.11,Rice,2899
Sikkim,Northeast,Black (Regur),1287,Kharif,1.76,Sugarcane,65736
Tamil Nadu,South,Alluvial,1328,Kharif,2.36,Rice,2765
Haryana,North,Black (Regur),761,Rabi,0.33,Pulses,1119
Meghalaya,Northeast,Laterite,1010,Kharif,2.81,Sugarcane,59652
Chhattisgarh,Central,Clay,820,Rabi,0.1,Jute,2724
Meghalaya,Northeast,Laterite,930,Rabi,1.82,Cotton,2059
Karnataka,South,Clay,1042,Kharif,1.13,Cotton,2185
Assam,Northeast,Red,489,Rabi,0.1,Pulses,913
Chhattisgarh,Central,Sandy,1250,Rabi,2.56,Cotton,2081
Meghalaya,Northeast,Red,1043,Rabi,1.18,Wheat,2825
Himachal Pradesh,North,Black (Regur),1063,Rabi,2.59,Potato,24994
Manipur,Northeast,Clay,1054,Rabi,1.76,Maize,4060
Karnataka,South,Clay,332,Zaid,1.66,Millets,1254
Tripura,Northeast,Black (Regur),666,Kharif,1.86,Pulses,836
Himachal Pradesh,North,Loamy,1086,Kharif,2.2,Millets,1577
Andhra Pradesh,South,Sandy,388,Kharif,3.35,Wheat,2099
Sikkim,Northeast,Laterite,1235,Rabi,0.17,Maize,3391
Haryana,North,Sandy,939,Kharif,0.59,Potato,21074
Assam,Northeast,Black (Regur),543,Rabi,0.1,Maize,3263
Gujarat,West,Sandy,681,Zaid,0.1,Millets,1140
Andhra Pradesh,South,Black (Regur),301,Rabi,2.06,Jute,2431
Mizoram,Northeast,Black (Regur),951,Kharif,3.14,Maize,3241
Manipur,Northeast,Laterite,1051,Rabi,3.12,Maize,3455
Odisha,East,Alluvial,660,Rabi,2.25,Oilseeds,1244
Gujarat,West,Laterite,1014,Rabi,0.1,Pulses,879
Bihar,East,Clay,1621,Rabi,2,Rice,3202
Telangana,South,Red,1111,Kharif,0.1,Sugarcane,60993
Tripura,Northeast,Loamy,1424,Rabi,1.8,Maize,3721
Tamil Nadu,South,Loamy,1075,Rabi,1.92,Rice,4005
Rajasthan,West,Red,1189,Rabi,0.36,Rice,3332
Kerala,South,Loamy,1046,Rabi,2.01,Potato,28110
Tripura,Northeast,Laterite,1258,Kharif,0.1,Rice,2595
Karnataka,South,Red,448,Rabi,1.15,Millets,1358
Arunachal Pradesh,Northeast,Sandy,922,Rabi,0.1,Potato,20541
Assam,Northeast,Laterite,373,Kharif,2.92,Jute,1877
Gujarat,West,Loamy,833,Rabi,3.21,Oilseeds,1440
Karnataka,South,Alluvial,1575,Rabi,1.7,Sugarcane,76892
Madhya Pradesh,Central,Clay,822,Rabi,1.4,Vegetables,16769
Manipur,Northeast,Black (Regur),521,Rabi,1.24,Cotton,2187
Bihar,East,Sandy,422,Zaid,2.48,Pulses,603
Odisha,East,Black (Regur),483,Kharif,0.6,Cotton,2060
Goa,West,Alluvial,1078,Rabi,0.69,Sugarcane,77749
Gujarat,West,Alluvial,615,Rabi,2.11,Maize,3711
Haryana,North,Laterite,477,Rabi,0.38,Maize,2878
Madhya Pradesh,Central,Black (Regur),816,Zaid,0.47,Rice,2718
Karnataka,South,Black (Regur),297,Kharif,1.73,Rice,2678
Tripura,Northeast,Sandy,1207,Kharif,3.38,Maize,2843
Madhya Pradesh,Central,Loamy,726,Kharif,3.06,Rice,3173
Chhattisgarh,Central,Red,927,Kharif,1.48,Sugarcane,64411
Gujarat,West,Sandy,1239,Zaid,2.86,Rice,2476
Tripura,Northeast,Loamy,1406,Rabi,0.84,Oilseeds,1271
Telangana,South,Clay,1000,Kharif,1.99,Oilseeds,1298
Madhya Pradesh,Central,Alluvial,1041,Kharif,1.13,Rice,3691
Tamil Nadu,South,Red,273,Rabi,1.68,Rice,2432
Sikkim,Northeast,Loamy,404,Kharif,1.88,Pulses,1003
Sikkim,Northeast,Alluvial,819,Kharif,0.26,Pulses,1019
Manipur,Northeast,Sandy,476,Rabi,3.14,Cotton,1701
Himachal Pradesh,North,Red,1428,Kharif,0.6,Maize,3002
Madhya Pradesh,Central,Clay,1041,Kharif,3.26,Maize,3586
Odisha,East,Sandy,625,Rabi,1.79,Potato,19456
Haryana,North,Red,806,Kharif,1.04,Jute,2172
Tamil Nadu,South,Loamy,923,Rabi,1.63,Sugarcane,73503
Madhya Pradesh,Central,Laterite,1268,Rabi,0.1,Vegetables,16484
Nagaland,Northeast,Red,695,Kharif,1.5,Oilseeds,1168
Punjab,North,Black (Regur),1092,Kharif,2,Cotton,2412
Tamil Nadu,South,Loamy,781,Kharif,3.72,Maize,3282
Gujarat,West,Black (Regur),1025,Rabi,0.38,Jute,2704
